timestamp,value
11:45:48.2,-0.49
11:45:48.2,-0.54
11:45:48.2,-0.54
11:45:48.2,-0.58
11:45:48.2,-0.54
11:45:48.2,-0.54
11:45:48.2,-0.62
11:45:48.2,-0.66
11:45:48.4,-0.59
11:45:48.4,-0.44
11:45:48.4,-0.6
11:45:48.4,-0.62
11:45:48.5,-0.64
11:45:48.5,-0.68
11:45:48.5,-0.63
11:45:48.5,-0.57
11:45:48.5,-0.55
11:45:48.5,-0.53
11:45:48.5,-0.7
11:45:48.5,-0.57
11:45:48.5,-0.45
11:45:48.5,-0.62
11:45:48.5,-0.62
11:45:48.5,-0.59
11:45:48.5,-0.53
11:45:48.5,-0.56
11:45:48.5,-0.69
11:45:48.5,-0.47
11:45:48.5,-0.69
11:45:48.5,-0.5
11:45:49.0,-0.62
11:45:49.0,-0.62
11:45:49.0,-0.6
11:45:49.1,-0.63
11:45:49.1,-0.51
11:45:49.1,-0.59
11:45:49.1,-0.52
11:45:49.2,-0.59
11:45:49.2,-0.57
11:45:49.2,-0.56
11:45:49.2,-0.56
11:45:49.2,-0.65
11:45:49.2,-0.57
11:45:49.2,-0.5
11:45:49.2,-0.47
11:45:49.5,-0.57
11:45:49.5,-0.54
11:45:49.5,-0.58
11:45:49.5,-0.59
11:45:49.6,-0.53
11:45:49.6,-0.51
11:45:49.6,-0.56
11:45:49.6,-0.55
11:45:49.7,-0.59
11:45:49.7,-0.65
11:45:49.7,-0.54
11:45:49.7,-0.52
11:45:49.7,-0.53
11:45:49.7,-0.5
11:45:49.7,-0.48
11:45:49.7,-0.43
11:45:49.9,-0.43
11:45:49.9,-0.39
11:45:49.9,-0.44
11:45:49.9,-0.43
11:45:49.9,-0.42
11:45:49.9,-0.45
11:45:49.9,-0.42
11:45:49.9,-0.46
11:45:49.9,-0.46
11:45:49.9,-0.42
11:45:49.9,-0.58
11:45:49.9,-0.58
11:45:49.9,-0.52
11:45:49.9,-0.54
11:45:49.9,-0.54
11:45:49.9,-0.55
11:45:49.9,-0.58
